date,model_a_score,model_b_score,small_cap,industry_momentum
2021-04-02,0.01583498,0.01582365,0.00704304,0.01142187
2021-04-19,-0.01193833,-0.01196315,-0.00334532,-0.00774825
2021-04-30,0.01235788,0.01231812,0.00602942,0.00838996
2021-05-17,-0.00562761,-0.00561296,-0.00134871,-0.00384447
2021-05-31,0.01794115,0.01785251,0.00581115,0.01312135
2021-06-11,-0.00829261,-0.00824667,-0.00232442,-0.00560832
2021-06-28,0.01320054,0.01319485,0.00434756,0.00809603
2021-07-12,-0.00879080,-0.00879047,-0.00648144,-0.00483779
2021-07-26,-0.03551723,-0.03571958,-0.03040549,-0.01625909
2021-08-09,0.01939326,0.01940633,0.01898930,0.01281457
2021-08-23,0.03253941,0.03264216,0.03177476,0.01899591
2021-09-06,0.04224333,0.04191196,0.02259093,0.02884335
2021-09-17,0.01583653,0.01567547,0.00586347,0.01042463
2021-09-30,-0.01133959,-0.01131502,-0.00506048,-0.00778170
2021-10-18,0.01724602,0.01734093,0.00774948,0.01196925
2021-11-01,-0.00234349,-0.00234882,-0.00213374,-0.00162398
2021-11-15,0.02732681,0.02711746,0.01939056,0.01917546
2021-11-29,0.04211086,0.04204291,0.02979673,0.02640000
2021-12-13,0.02383533,0.02363655,0.02052568,0.01519087
2021-12-27,0.04099014,0.04134287,0.03062061,0.03080106
2022-01-10,-0.00352197,-0.00351584,-0.00263318,-0.00240990
2022-01-24,-0.00475212,-0.00477251,-0.00454563,-0.00351299
2022-02-07,-0.02565126,-0.02556356,-0.02128421,-0.01423748
2022-02-21,0.02653718,0.02649308,0.02721456,0.01503286
2022-03-07,-0.00791402,-0.00797314,-0.00749726,-0.00405051
2022-03-21,-0.03928100,-0.03932257,-0.03713196,-0.01839532
2022-04-01,0.00489566,0.00494625,0.00465258,0.00215964
2022-04-18,-0.03975947,-0.03983539,-0.03440475,-0.02125052
2022-04-29,-0.08139420,-0.08127136,-0.07344650,-0.04532998
2022-05-16,0.08124423,0.08083116,0.04335711,0.05697034
2022-05-30,0.03569597,0.03628033,0.02663863,0.02189487
2022-06-13,-0.00451493,-0.00453276,-0.00353658,-0.00295134
2022-06-27,-0.05374498,-0.05396601,-0.04671441,-0.03708262
2022-07-11,0.08489685,0.08555224,0.07022337,0.04993346
2022-07-25,0.00392347,0.00392821,0.00323469,0.00258740
2022-08-08,0.00756449,0.00755988,0.00772537,0.00415176
2022-08-22,0.05880094,0.05910490,0.05992217,0.03552568
2022-09-05,0.00491769,0.00495909,0.00484346,0.00333392
2022-09-19,-0.04611944,-0.04623137,-0.04713421,-0.02675773
2022-09-30,-0.04179637,-0.04229176,-0.04268870,-0.02975161
2022-10-17,0.05020779,0.05036718,0.05102481,0.03774512
2022-10-31,-0.01874364,-0.01879521,-0.01902210,-0.01313971
2022-11-14,0.05358524,0.05367586,0.05408979,0.03916820
2022-11-28,0.02484060,0.02492904,0.02515701,0.01775271
2022-12-12,0.02704137,0.02704011,0.02737629,0.01920743
2022-12-26,-0.04589761,-0.04558591,-0.04651115,-0.03428043
2023-01-09,0.02813277,0.02814319,0.02743993,0.01914402
2023-01-20,0.01836300,0.01820237,0.01708097,0.01071529
2023-02-06,0.03182010,0.03180158,0.03238248,0.01973439
2023-02-20,0.01789888,0.01799397,0.01829689,0.01226711
2023-03-06,0.02171007,0.02159319,0.02204018,0.01380645
2023-03-20,-0.02126175,-0.02124549,-0.02159617,-0.01302365
2023-04-03,-0.00046268,-0.00046333,-0.00046908,-0.00027368
2023-04-17,-0.02122013,-0.02129446,-0.02153100,-0.01107711
2023-04-28,-0.04075502,-0.04077374,-0.04120091,-0.01890117
2023-05-15,0.07900471,0.07879805,0.07973362,0.04876621
2023-05-29,-0.01231360,-0.01234077,-0.01248671,-0.00716173
2023-06-12,-0.03085375,-0.03079740,-0.03119573,-0.01956283
2023-06-26,-0.03170763,-0.03170097,-0.03201983,-0.01829148
2023-07-10,0.07197046,0.07195983,0.07292637,0.04185371
2023-07-24,0.00892037,0.00897245,0.00906978,0.00546312
2023-08-07,0.00686901,0.00686888,0.00694232,0.00397565
2023-08-21,-0.00155572,-0.00155812,-0.00157787,-0.00083539
2023-09-04,0.01315611,0.01317370,0.01333058,0.00665287
2023-09-18,-0.00582904,-0.00586163,-0.00592234,-0.00338629
2023-09-28,-0.00919370,-0.00921115,-0.00931955,-0.00573323
2023-10-16,-0.02572397,-0.02575717,-0.02603787,-0.01582675
2023-10-30,0.02014066,0.02014131,0.02035113,0.01395552
2023-11-13,0.03434839,0.03438943,0.03476971,0.02330886
2023-11-27,0.00799629,0.00800922,0.00811117,0.00542697
2023-12-11,-0.01382064,-0.01376691,-0.01397402,-0.00973391
2023-12-25,-0.01548277,-0.01554254,-0.01572639,-0.01117279
2024-01-08,0.00803815,0.00801041,0.00816148,0.00620245
2024-01-22,-0.08174521,-0.08156436,-0.08267203,-0.05847515
2024-02-05,-0.18834288,-0.18897071,-0.19156110,-0.12061970
2024-02-19,0.08705612,0.08715876,0.08805899,0.06022669
2024-03-04,0.07257142,0.07280721,0.07354248,0.05115107
2024-03-18,0.06957557,0.06971286,0.07050927,0.04541392
2024-04-01,0.01656357,0.01653189,0.01675213,0.01031883
2024-04-15,-0.05117187,-0.05123502,-0.05192182,-0.03525521
2024-04-29,0.05482770,0.05486341,0.05554661,0.03623924
2024-05-13,0.00479288,0.00480121,0.00486483,0.00323961
2024-05-27,-0.00535878,-0.00536127,-0.00543039,-0.00351149
2024-06-07,-0.07486168,-0.07466619,-0.07584858,-0.04953595
2024-06-24,-0.04735862,-0.04732791,-0.04803070,-0.03243173
2024-07-08,-0.00849433,-0.00852054,-0.00860543,-0.00570206
2024-07-22,0.05673233,0.05691132,0.05769597,0.03515010
2024-08-05,0.01231231,0.01232228,0.01245500,0.00735657
2024-08-19,0.00926119,0.00927152,0.00937933,0.00606994
2024-09-02,-0.00504011,-0.00503136,-0.00509799,-0.00338803
2024-09-13,-0.03165701,-0.03170466,-0.03212999,-0.02194385
2024-09-30,0.20741727,0.20861640,0.21221117,0.13125839
2024-10-14,-0.03803439,-0.03796175,-0.03847525,-0.02064736
2024-10-28,0.11767784,0.11730363,0.11896628,0.07183129
2024-11-11,0.07029260,0.06997248,0.07117717,0.04464256
2024-11-25,-0.03462797,-0.03471534,-0.03508525,-0.02313413
2024-12-09,0.10705317,0.10732702,0.10845616,0.06491997
2024-12-23,-0.05499940,-0.05491510,-0.05560277,-0.03017974
2025-01-06,-0.05648573,-0.05610554,-0.05690955,-0.03189433
2025-01-20,0.05557727,0.05534228,0.05603543,0.03329504
2025-01-27,0.00137198,0.00137216,0.00138715,0.00076240
2025-02-17,0.03123722,0.03116019,0.03158732,0.02119011
2025-03-03,0.01204400,0.01205420,0.01219624,0.00780280
2025-03-17,0.06172353,0.06189180,0.06264018,0.03546302
2025-03-31,-0.03212873,-0.03203168,-0.03266117,-0.01777191
2025-04-14,-0.03323401,-0.03319524,-0.03366964,-0.01945326
2025-04-28,0.01552317,0.01549275,0.01572583,0.01037488
2025-05-12,0.04854382,0.04853327,0.04911715,0.03233269
2025-05-26,0.00985761,0.00988460,0.01001108,0.00708463
2025-06-09,0.01367516,0.01373131,0.01385390,0.00994099
2025-06-23,-0.01928255,-0.01929781,-0.01951259,-0.01355325
2025-07-07,0.04736095,0.04725423,0.04780605,0.03375660
2025-07-21,0.04097612,0.04093798,0.04146071,0.03010355
2025-08-04,0.00498614,0.00499257,0.00506184,0.00359760
2025-08-18,0.00285693,0.00285588,0.00288645,0.00183964
2025-09-01,0.02321324,0.02320982,0.02356202,0.01250961
2025-09-15,0.01553988,0.01543866,0.01568362,0.01086512
2025-09-29,-0.03192061,-0.03163332,-0.03232026,-0.02184741
2025-10-13,0.00637677,0.00635632,0.00645900,0.00429280
2025-10-27,0.02369297,0.02370085,0.02397323,0.01663516
2025-11-10,0.02349569,0.02341308,0.02370301,0.01613649
2025-11-24,-0.05322163,-0.05326619,-0.05387732,-0.03491387
2025-12-08,0.02317178,0.02318892,0.02344348,0.01654122
2025-12-22,0.00055973,0.00056107,0.00056887,0.00038927
2025-12-31,0.00474757,0.00476191,0.00482830,0.00324881
